PDV,Latitud Facturacion,Longitud Facturacion,Latitud Check in ,Longitud Check in ,Latitud FA,Longitud FA
PG16482|MEDEXX FARMACIAS SUC. SAN ANTONIO,25.59243661,-103.4827188,25.6091359,-103.4916138,, 
PG16482|MEDEXX FARMACIAS SUC. SAN ANTONIO,25.59243661,-103.4827188,,,, 
PG16483|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO SAN ANTON,25.593504,-103.482648,25.6092373,-103.4915236,, 
PG16483|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO SAN ANTON,25.593504,-103.482648,25.6047447,-103.4878494,, 
PG16483|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO SAN ANTON,25.593504,-103.482648,,,, 
PG16513|FARMACIAS MODERNA SUC. COLOSIO,25.5828301,-108.462892,25.582781,-108.4628875,, 
PG16558|FARMACIAS GUADALAJARA SUC. MONTERREY JUAREZ,25.683092,-100.313251,,,, 
PG16560|FARMACIAS GUADALAJARA SUC. MONTERREY VENUSTIANO CA,25.67783284,-100.3331012,25.6372621,-100.309716,, 
PG16560|FARMACIAS GUADALAJARA SUC. MONTERREY VENUSTIANO CA,25.67783284,-100.3331012,25.6372343,-100.3097124,, 
PG16693|FARMACIAS MODERNA SUC. MARINA,23.239636,-106.432765,23.22803511,-106.3984978,, 
PG16702|FARMACIAS GUADALAJARA SUC. MAZATLAN RAFAEL BUELNA,23.24223114,-106.4426506,23.22757339,-106.3985235,, 
PG16702|FARMACIAS GUADALAJARA SUC. MAZATLAN RAFAEL BUELNA,23.24223114,-106.4426506,23.25241301,-106.4240511,, 
PG16702|FARMACIAS GUADALAJARA SUC. MAZATLAN RAFAEL BUELNA,23.24223114,-106.4426506,,,, 
PG16725|WALMART SUC. ENSENADA,31.82164308,-116.5998769,,,, 
PG16771|BENAVIDES SUC. ALAMEDA,21.50931433,-104.9022087,21.5221076,-104.9022027,, 
PG16771|BENAVIDES SUC. ALAMEDA,21.50931433,-104.9022087,21.516356,-104.9095021,, 
PG16771|BENAVIDES SUC. ALAMEDA,21.50931433,-104.9022087,,,, 
PG16820|WALMART SUC. PUERTO MACRO PLAZA HEROES,19.61764975,-99.04020138,19.6140877,-99.031716,, 
PG16828|FARMACIAS DEL AHORRO SUC. SAN MATEO CENTRO,19.26649969,-99.53006931,,,, 
PG16933|FARMACIAS GUADALAJARA SUC. TENANGO DEL VALLE,19.103583,-99.59026,19.2306821,-99.6295681,, 
PG16933|FARMACIAS GUADALAJARA SUC. TENANGO DEL VALLE,19.103583,-99.59026,19.2306406,-99.6295637,, 
PG17353|BODEGA AURRERA SUC. DIMAS,19.17581,-99.56801,19.1749196,-99.5680149,, 
PG17353|BODEGA AURRERA SUC. DIMAS,19.17581,-99.56801,19.2306822,-99.6295653,, 
PG17353|BODEGA AURRERA SUC. DIMAS,19.17581,-99.56801,,,, 
PG18083|WALMART SUC. PLAZA CENTRIKA,25.7049637,-100.3453793,25.7021579,-100.3083846,, 
PG18083|WALMART SUC. PLAZA CENTRIKA,25.7049637,-100.3453793,25.7021665,-100.3084505,, 
PG18096|BENAVIDES SUC. PRIVADAS DE LINDA VISTA,25.7128,-100.204684,,,, 
PG18121|BENAVIDES SUC. MONTES HIMALAYA,25.653366,-100.344119,,,, 
PG18131|FARMACIAS GUADALAJARA SUC. ESCOBEDO PLAZA LAS TORR,25.781697,-100.308767,25.7984529,-100.3394907,, 
PG18143|FARMACIAS GUADALAJARA SUC. APODACA CARR. A HUINALA,25.74697133,-100.1973267,,,, 
PG18422|FARMACIAS GUADALAJARA SUC. AGUASCALIENTES CONSTITU,21.92242,-102.285025,21.9226127,-102.2796512,, 
PG18422|FARMACIAS GUADALAJARA SUC. AGUASCALIENTES CONSTITU,21.92242,-102.285025,,,, 
PG19276|FARMACIAS GUADALAJARA SUC. COLIMA CAMINO REAL,19.2549133,-103.6943633,19.260697,-103.6925385,, 
PG19276|FARMACIAS GUADALAJARA SUC. COLIMA CAMINO REAL,19.2549133,-103.6943633,19.26196,-103.6950719,, 
PG19276|FARMACIAS GUADALAJARA SUC. COLIMA CAMINO REAL,19.2549133,-103.6943633,,,, 
PG19304|FARMACIAS GUADALAJARA SUC. SAN LUIS POTOSI VIAS HE,22.168971,-101.007549,22.1689895,-100.9879733,, 
PG19339|BENAVIDES SUC. IGNACIO ZARAGOZA,32.5714786,-115.3454276,32.5599343,-115.3588469,, 
PG19370|FARMACIAS MODERNA SUC. REAL DEL VALLE,23.276752,-106.42764,23.24428645,-106.4410332,, 
PG19370|FARMACIAS MODERNA SUC. REAL DEL VALLE,23.276752,-106.42764,,,, 
PG19447|BENAVIDES SUC. TINAJAS,19.338216,-99.240485,,,, 
PG19742|FARMACIAS GUADALAJARA SUC. MAZATLAN ZONA DORADA,23.25812959,-106.4612782,23.24471501,-106.4524009,, 
PG19742|FARMACIAS GUADALAJARA SUC. MAZATLAN ZONA DORADA,23.25812959,-106.4612782,,,, 
PG19989|FARMACIAS GUADALAJARA SUC. REYNOSA AMADO NERVO,26.06561983,-98.281242,26.0637314,-98.2809616,, 
PG20083|BENAVIDES SUC. GUASAVE PAYAN,25.56798333,-108.477294,,,, 
PG20149|FARMACIAS GUADALAJARA SUC. XALISCO CENTRO,21.4457507,-104.8997429,21.457377,-104.8947711,, 
PG20481|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAS GRANJ,25.5913063,-103.4954909,25.6092633,-103.4914881,, 
PG20481|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAS GRANJ,25.5913063,-103.4954909,,,, 
PG20653|FARMACIAS GUADALAJARA SUC. REYNOSA AV. LUXEMBURGO,26.08126,-98.274323,26.0815358,-98.2741587,, 
PG20695|FARMACIAS GUADALAJARA SUC. MAZATLAN AV. INSURGENTE,23.235349,-106.421166,23.2806433,-106.4340683,, 
PG20695|FARMACIAS GUADALAJARA SUC. MAZATLAN AV. INSURGENTE,23.235349,-106.421166,,,, 
PG20872|FARMACON SUC. CALLE 42,32.4396153,-114.7341426,32.4471889,-114.736819,, 
PG21092|FARMACIAS GUADALAJARA SUC. GUADALUPE BLVD. ACAPULC,25.721949,-100.18585,25.7112824,-100.1868843,, 
PG21092|FARMACIAS GUADALAJARA SUC. GUADALUPE BLVD. ACAPULC,25.721949,-100.18585,25.7238366,-100.1993179,, 
PG21784|FARMACIAS GUADALAJARA SUC. METEPEC PLAZA DEL PARQUE,19.2526585,-99.61169933,,,, 
PG21825|FARMACIAS GUADALAJARA SUC. ESCOBEDO REAL A SAN MAR,25.806056,-100.369124,25.8235638,-100.3647701,, 
PG21889|FARMACIAS MODERNA SUC. JUAN PABLO II,23.260536,-106.39689,,,, 
PG21916|WALMART SUC. LA PASTORA,25.64576274,-100.1684314,25.6648362,-100.241557,, 
PG22085|FARMACIAS GUADALAJARA SUC. MAZATLAN BLVD. BICENTEN,23.2586115,-106.42724,23.25510484,-106.4231742,, 
PG22085|FARMACIAS GUADALAJARA SUC. MAZATLAN BLVD. BICENTEN,23.2586115,-106.42724,,,, 
PG22267|FARMACIAS GUADALAJARA SUC. SALTILLO CUAUHTEMOC,25.46818857,-100.9618657,,,, 
PG22370|FARMACIAS DEL AHORRO SUC. CHALCO,19.265558,-98.897603,19.3211223,-98.9549648,, 
PG22425|FARMACIAS GUADALAJARA SUC. SAN NICOLAS DE LOS GARZ,25.754911,-100.295643,25.742234,-100.3122671,, 
PG22450|FARMACON SUC. JIQUILPAN,25.80273813,-108.98854,,,, 
PG22775|FARMACIAS GUADALAJARA SUC. ESCOBEDO PASEO DE LA AM,25.8003295,-100.3151912,25.7870247,-100.3213446,, 
PG22782|FARMACIAS GUADALAJARA SUC. IRAPUATO AV. ESTRELLA,20.696489,-101.3578165,,,, 
PG23479|BODEGA AURRERA SUC. GOBERNADORA,19.558473,-99.025005,19.5607226,-99.0303343,, 
PG23609|BENAVIDES SUC. ALTIKA,19.406107,-99.275977,,,, 
PG23941|FARMACON SUC. DEL BOSQUE,25.5721383,-108.47605,,,, 
PG24383|FARMACIAS GUADALAJARA SUC. TEPIC RIO SUCHIATE,21.483986,-104.888198,21.4544689,-104.8966108,, 
PG24383|FARMACIAS GUADALAJARA SUC. TEPIC RIO SUCHIATE,21.483986,-104.888198,21.4910233,-104.8823468,, 
PG24383|FARMACIAS GUADALAJARA SUC. TEPIC RIO SUCHIATE,21.483986,-104.888198,,,, 
PG24386|FARMACIAS GUADALAJARA SUC. CULIACAN ISLA MUSALA,24.8238444,-107.370251,24.82359,-107.3703089,, 
PG24402|FARMACIAS GUADALAJARA SUC. SAN NICOLAS DE LOS GARZ,25.73964,-100.258896,25.7361979,-100.2694366,, 
PG24402|FARMACIAS GUADALAJARA SUC. SAN NICOLAS DE LOS GARZ,25.73964,-100.258896,25.7362015,-100.2694541,, 
PG24437|FARMACIAS DEL AHORRO SUC. PASEO CONSTITUYENTES,20.534286,-100.43794,,,, 
PG24491|FARMACIAS GUADALAJARA SUC. LOS MOCHIS BLVD. ROSALE,25.791379,-108.9988197,25.8012023,-108.9922764,, 
PG24503|FARMACIAS GUADALAJARA SUC. TOLUCA VICENTE LOMBARDO,19.307011,-99.597757,19.3069168,-99.5976862,, 
PG24639|FARMACIAS GUADALAJARA SUC. GUADALUPE CARRETERA A R,25.668852,-100.180642,,,, 
PG24722|FARMACIAS GUADALAJARA SUC. SAN LUIS POTOSI LOMAS B,22.14191325,-101.0189375,,,, 
PG24977|FARMACIAS MODERNA SUC. FLORES MAGON,23.24250268,-106.3833885,,,, 
PG25429|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAZARO CA,25.5649834,-103.484479,25.5804132,-103.493608,, 
PG25429|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAZARO CA,25.5649834,-103.484479,,,, 
PG25462|FARMACIAS DEL AHORRO SUC. CHE GUEVARA,21.4840451,-104.8766619,21.4777218,-104.8685952,, 
PG25462|FARMACIAS DEL AHORRO SUC. CHE GUEVARA,21.4840451,-104.8766619,21.4695697,-104.8883349,, 
PG25462|FARMACIAS DEL AHORRO SUC. CHE GUEVARA,21.4840451,-104.8766619,21.4748987,-104.8581951,, 
PG25462|FARMACIAS DEL AHORRO SUC. CHE GUEVARA,21.4840451,-104.8766619,21.4775886,-104.8686192,, 
PG25462|FARMACIAS DEL AHORRO SUC. CHE GUEVARA,21.4840451,-104.8766619,21.4746988,-104.8598128,, 
PG25477|FARMACIAS MODERNA SUC. LOS SAUCES,23.2465737,-106.403104,23.2317665,-106.4195313,, 
PG25477|FARMACIAS MODERNA SUC. LOS SAUCES,23.2465737,-106.403104,23.2317693,-106.4195349,, 
PG25477|FARMACIAS MODERNA SUC. LOS SAUCES,23.2465737,-106.403104,,,, 
PG25803|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAS ROSAS,25.552832,-103.493553,25.5548303,-103.5063888,, 
PG25803|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAS ROSAS,25.552832,-103.493553,25.5612496,-103.4945295,, 
PG25803|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO LAS ROSAS,25.552832,-103.493553,,,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,19.2344107,-99.5972183,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,19.1656202,-99.5715263,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,19.1486473,-99.5842048,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,19.1576889,-99.5751717,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,19.2306697,-99.6295731,, 
PG25890|FARMACIAS DEL AHORRO SUC. TENANGO,19.103399,-99.589125,,,, 
PG26059|FARMACIAS GUADALAJARA SUC. CULIACAN BLVD. ENRIQUE,24.829413,-107.398858,,,, 
PG26095|FARMACIAS MODERNA SUC. LA JOYA,23.263251,-106.421592,23.25655906,-106.4297274,, 
PG26125|FARMACIAS GUADALAJARA SUC. NUEVO LAREDO WASHINGTON,27.4838185,-99.51769375,27.4930709,-99.5253026,, 
PG26158|FARMAPRONTO MEDIC-PER FARMACIA LA LUZ,21.9821327,-99.0150339,22.0035275,-99.0244333,, 
PG26215|WALMART SUC. GUASAVE,25.581328,-108.473787,,,, 
PG26216|FARMACON SUC. ANGEL FLORES,25.55629746,-108.4732648,25.572971,-108.4734805,, 
PG26509|FARMACIAS ISSEG SUC. 101,20.99729658,-101.2883378,,,, 
PG26919|BENAVIDES SUC. LAS FUENTES REYNOSA,26.05573579,-98.32028746,,,, 
PG27054|BENAVIDES SUC. JUPITER,25.456775,-101.016998,25.4581405,-101.011912,, 
PG27071|FARMACIAS GUADALAJARA SUC. VILLA DE ALVAREZ AYUNTA,19.279687,-103.7333105,19.246507,-103.7570406,, 
PG27071|FARMACIAS GUADALAJARA SUC. VILLA DE ALVAREZ AYUNTA,19.279687,-103.7333105,19.2795351,-103.7333694,, 
PG27071|FARMACIAS GUADALAJARA SUC. VILLA DE ALVAREZ AYUNTA,19.279687,-103.7333105,,,, 
PG27106|WALMART SUC. CABO SAN LUCAS,22.88922273,-109.9077201,22.9028394,-109.8986781,, 
PG27411|WALMART SUC. PERIFERICO CUAUTITLAN,19.646988,-99.19517625,19.6532656,-99.1963085,, 
PG27458|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO AV. FRANC,25.572088,-103.497898,,,, 
PG27459|FARMACIAS GUADALAJARA SUC. GOMEZ PALACIO FRACC. EL REFUGIO,25.5924167,-103.5134633,,,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2277713,-99.6336297,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2306668,-99.6295482,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2032297,-99.5642899,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.18805,-99.5193778,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2277581,-99.6336245,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2033184,-99.5645474,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,19.2255038,-99.6353529,, 
PG27573|FARMACIAS GUADALAJARA SUC. SANTIAGO TIANGUISTENCO CENTRO,19.180763,-99.470221,,,, 
PG28104|FARMACIAS GUADALAJARA SUC. OCOYOACAC,19.2724488,-99.4605242,,,, 
PG28556|FARMACIAS GUADALAJARA SUC. MAZATLAN PLAYA SUR,23.195472,-106.421544,23.2317714,-106.4195346,, 
PG28556|FARMACIAS GUADALAJARA SUC. MAZATLAN PLAYA SUR,23.195472,-106.421544,23.2543333,-106.437745,, 
PG28556|FARMACIAS GUADALAJARA SUC. MAZATLAN PLAYA SUR,23.195472,-106.421544,23.2541165,-106.4377841,, 
PG28556|FARMACIAS GUADALAJARA SUC. MAZATLAN PLAYA SUR,23.195472,-106.421544,23.2825377,-106.4341458,, 
PG28556|FARMACIAS GUADALAJARA SUC. MAZATLAN PLAYA SUR,23.195472,-106.421544,,,, 
PG28558|FARMACIAS MODERNA SUC. JUAREZ,23.2299865,-106.4049268,23.2247145,-106.4198061,, 
PG28558|FARMACIAS MODERNA SUC. JUAREZ,23.2299865,-106.4049268,,,, 
PG28559|FARMACIAS MODERNA SUC. ALARCON,23.267422,-106.411752,,,, 
PG28574|FARMACIAS DEL AHORRO SUC. ENSUE¥O,20.57967175,-100.415419,20.57956,-100.4153164,, 
PG28613|FARMACIAS DEL AHORRO SUC. LAS ROSAS,25.55307078,-103.4913856,,,, 
PG28687|FARMACIAS DEL AHORRO SUC. VALLE SUR,19.37583,-99.16186,19.372436,-99.1716691,, 
PG28703|FARMACIAS DEL AHORRO SUC. SANTA MARIA AZTAHUACAN,19.348806,-99.01835,,,, 
PG28813|BENAVIDES SUC. JUPITER,31.678942,-106.36404,,,, 
PG29006|BENAVIDES SUC. SAN BERNARDINO,29.08824622,-110.9992737,,,, 
PG29075|FARMACIAS DEL AHORRO SUC. JARDINES DEL SAUCITO,28.6739654,-106.134889,,,, 
PG29082|FARMACIAS DEL AHORRO SUC. TARASQUILLO,19.3442872,-99.1889521,19.3820872,-99.1932761,, 
PG29089|FARMACIAS DEL AHORRO SUC. CENTENARIO,19.365788,-99.195742,19.3656917,-99.1955932,, 
PG29170|FARMACIAS DEL AHORRO SUC. CIUDAD DEL VALLE,21.4905301,-104.8857865,21.4878765,-104.8708194,, 
PG29170|FARMACIAS DEL AHORRO SUC. CIUDAD DEL VALLE,21.4905301,-104.8857865,21.526172,-104.8877552,, 
PG29170|FARMACIAS DEL AHORRO SUC. CIUDAD DEL VALLE,21.4905301,-104.8857865,21.4866721,-104.8889037,, 
PG29170|FARMACIAS DEL AHORRO SUC. CIUDAD DEL VALLE,21.4905301,-104.8857865,,,, 
PG29206|FARMACIAS DEL AHORRO SUC. JARDINES,20.5702086,-100.4081689,20.5661126,-100.4117444,, 
PG29206|FARMACIAS DEL AHORRO SUC. JARDINES,20.5702086,-100.4081689,20.5658526,-100.411647,, 
PG29294|FARMACIAS GUADALAJARA SUC. CD. JUAREZ LAS PALMAS,31.664088,-106.363702,,,, 
PG29295|FARMACIAS GUADALAJARA SUC. CD.JUAREZ EJERCITO NACI,31.675907,-106.376722,,,, 
PG29299|FARMACIAS GUADALAJARA SUC. IZTAPALAPA EL MANTO,19.354633,-99.083568,,,, 
PG29303|FARMACIAS GUADALAJARA SUC. IZTAPALAPA SAN LORENZO,19.326967,-99.07535,,,, 
PG29312|FARMACIAS GUADALAJARA SUC. CUAUTHEMOC CALZ. GUADALUPE,19.454191,-99.12959,,,, 
PG29326|FARMACIAS GUADALAJARA SUC. DURANGO GUADALUPE VICTO,24.038954,-104.67234,24.032503,-104.671354,, 
PG29329|FARMACIAS GUADALAJARA SUC. LEON PLAZA BERLIN,21.188224,-101.663767,21.1973913,-101.6695228,, 
PG29406|FARMACIAS GUADALAJARA SUC. TOLUCA EDO. DE MEXICO,19.31876717,-99.66192766,19.3291082,-99.6583237,, 
PG29406|FARMACIAS GUADALAJARA SUC. TOLUCA EDO. DE MEXICO,19.31876717,-99.66192766,,,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,19.2305632,-99.6294621,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,19.2377817,-99.5977781,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,19.1612954,-99.5724549,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,19.157164,-99.5766457,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,19.2306814,-99.6295594,, 
PG29409|FARMACIAS GUADALAJARA SUC. SAN ANTONIO LA ISLA SAN DIMAS,19.17478,-99.564309,,,, 
PG29445|FARMACIAS GUADALAJARA SUC. TEPIC GOBERNADORES,21.4879006,-104.8729811,21.474723,-104.8581984,, 
PG29445|FARMACIAS GUADALAJARA SUC. TEPIC GOBERNADORES,21.4879006,-104.8729811,21.4870566,-104.8780053,, 
PG29445|FARMACIAS GUADALAJARA SUC. TEPIC GOBERNADORES,21.4879006,-104.8729811,21.5261408,-104.8877502,, 
PG29445|FARMACIAS GUADALAJARA SUC. TEPIC GOBERNADORES,21.4879006,-104.8729811,,,, 
PG29448|FARMACIAS GUADALAJARA SUC. TEPIC JACARANDAS,21.50652823,-104.9068786,21.5105124,-104.8937811,, 
PG29449|FARMACIAS GUADALAJARA SUC. TEPIC VISTAS DE LA CANT,21.4916561,-104.8311194,21.5261449,-104.8877536,, 
PG29449|FARMACIAS GUADALAJARA SUC. TEPIC VISTAS DE LA CANT,21.4916561,-104.8311194,21.5261295,-104.8877462,, 
PG29449|FARMACIAS GUADALAJARA SUC. TEPIC VISTAS DE LA CANT,21.4916561,-104.8311194,,,, 
PG29450|FARMACIAS GUADALAJARA SUC. TEPIC INSURGENTES,21.4840647,-104.8766998,21.4925362,-104.8795769,, 
PG29450|FARMACIAS GUADALAJARA SUC. TEPIC INSURGENTES,21.4840647,-104.8766998,,,, 
PG29455|FARMACIAS GUADALAJARA SUC. ESCOBEDO AV. PARQUE IND,25.79232055,-100.3313746,25.7899368,-100.3227893,, 
PG29455|FARMACIAS GUADALAJARA SUC. ESCOBEDO AV. PARQUE IND,25.79232055,-100.3313746,,,, 
PG29459|FARMACIAS GUADALAJARA SUC. ESCOBEDO MIRASUR,25.7962241,-100.343443,25.8054924,-100.3425887,, 
PG29459|FARMACIAS GUADALAJARA SUC. ESCOBEDO MIRASUR,25.7962241,-100.343443,25.7949493,-100.3349798,, 
PG29459|FARMACIAS GUADALAJARA SUC. ESCOBEDO MIRASUR,25.7962241,-100.343443,25.7928404,-100.3314027,, 
PG29459|FARMACIAS GUADALAJARA SUC. ESCOBEDO MIRASUR,25.7962241,-100.343443,,,, 
PG29463|FARMACIAS GUADALAJARA SUC. GUADALUPE CONSTITUYENTE,25.69164667,-100.26177,25.686758,-100.2650951,, 
PG29470|FARMACIAS GUADALAJARA SUC. ESCOBEDO ABASOLO,25.805113,-100.33414,25.8049404,-100.3343162,, 
PG29506|FARMACIAS GUADALAJARA SUC. SAN LUIS POTOSI CALLE 2,22.13154275,-100.9007463,,,, 
PG29520|FARMACIAS GUADALAJARA SUC. GUASAVE 20 DE NOVIEMBRE,25.586735,-108.4688367,25.5699913,-108.4611669,, 
PG29520|FARMACIAS GUADALAJARA SUC. GUASAVE 20 DE NOVIEMBRE,25.586735,-108.4688367,25.5885227,-108.4741875,, 
PG29522|FARMACIAS GUADALAJARA SUC. MAZATLAN SANCHEZ CELIS,23.246672,-106.432563,,,, 
PG29523|FARMACIAS GUADALAJARA SUC. MAZATLAN REAL PACIFICO,23.27655024,-106.430805,23.23609014,-106.4213022,, 
PG29523|FARMACIAS GUADALAJARA SUC. MAZATLAN REAL PACIFICO,23.27655024,-106.430805,,,, 
PG29524|FARMACIAS GUADALAJARA SUC. MAZATLAN SANTA ROSA,23.244162,-106.419593,23.228328,-106.3980527,, 
PG30015|FARMACIAS KLYNS SUC. FILADELFIA,25.58486044,-103.4939163,25.6092965,-103.491567,, 
PG30845|FARMACON SUC. MANZARA,23.280724,-106.46783,,,, 
PG30848|FARMACON SUC. SEMINARIO,23.2845593,-106.421379,23.25375774,-106.4197159,, 
PG30848|FARMACON SUC. SEMINARIO,23.2845593,-106.421379,,,, 
PG31143|FARMACON SUC. ROBLES,23.284643,-106.431421,23.24482364,-106.4193734,, 
PG31143|FARMACON SUC. ROBLES,23.284643,-106.431421,,,, 
PG31976|FARMACIAS ROMA SUC. AZTLAN,32.4077,-117.048256,32.4438319,-117.0359528,, 
PG33000|FARMACIAS GUADALAJARA SUC. AGUASCALIENTES MISION,21.932311,-102.321171,,,, 
PG33006|FARMACIAS GUADALAJARA SUC. ENSENADA NOVENA,31.871351,-116.62234,,,, 
PG33009|FARMACIAS GUADALAJARA SUC. TIJUANA CLOUTHIER,32.49369128,-116.883596,32.5008175,-116.886065,, 
PG33014|FARMACIAS DEL AHORRO SUC. ATLALILCO,19.35548286,-99.10026314,19.36569427,-99.10933332,, 
PG33014|FARMACIAS DEL AHORRO SUC. ATLALILCO,19.35548286,-99.10026314,,,, 
PG33034|WALMART SUC. BARRANCA DEL MUERTO (PORTAL SAN ANGEL),19.36152021,-99.1908091,19.3820913,-99.1932444,, 
PG33034|WALMART SUC. BARRANCA DEL MUERTO (PORTAL SAN ANGEL),19.36152021,-99.1908091,19.3725013,-99.1929946,, 
PG33034|WALMART SUC. BARRANCA DEL MUERTO (PORTAL SAN ANGEL),19.36152021,-99.1908091,19.3821259,-99.1932483,, 
PG33075|FARMACIAS GUADALAJARA SUC. IZTAPALAPA ROJO GOMEZ,19.3741696,-99.0783382,,,, 
PG33117|FARMACIAS DEL AHORRO SUC. NEZAHUALCOYOTL,19.399477,-99.028854,19.4134766,-99.0209628,, 
PG33131|FARMACIAS GUADALAJARA SUC. MAGDALENA CONTRERAS AV. MEXICO,19.31175008,-99.22541631,,,, 
PG33152|FARMACIAS ROMA SUC. POPOTLA,32.3260552,-117.049738,32.326093,-117.0498861,, 
PG33218|FARMACIAS GUADALAJARA SUC. APODACA ORQUIDEAS,25.70767,-100.159874,,,, 
PG33241|FARMACIAS GUADALAJARA SUC. CAMPECHE ALVARO OBREGON,28.6926613,-100.536719,,,, 
PG33300|WALMART SUC. PUERTA TLATELOLCO,19.455965,-99.1416702,19.4438293,-99.1526174,, 
PG33302|ALSUPER SUC. EL LEON,28.6721083,-106.027538,28.6774644,-106.0274655,, 
PG33310|FARMACIAS GUADALAJARA SUC. DURANGO RNDA. LAS FLORE,24.0438833,-104.5953133,24.0420622,-104.6028587,, 
PG33347|BENAVIDES SUC. GIRASOLES,19.25957157,-103.7055694,19.266963,-103.7106358,, 
PG33385|FARMACIAS DEL AHORRO SUC. NUEVA ESPA¥A,28.620617,-106.030768,,,, 
PG33525|FARMACIAS GUADALAJARA SUC. COLIMA CONSTITUCION,19.266393,-103.709247,19.2616221,-103.7138936,, 
PG33525|FARMACIAS GUADALAJARA SUC. COLIMA CONSTITUCION,19.266393,-103.709247,19.2622271,-103.7059303,, 
PG33525|FARMACIAS GUADALAJARA SUC. COLIMA CONSTITUCION,19.266393,-103.709247,,,, 
PG33603|BODEGA AURRERA SUC. FLORES MAGON,19.450716,-99.14134,,,, 
PG33979|FARMACIAS KLYNS SUC. SANTA TERESA,25.58872998,-103.463282,25.5743647,-103.4732333,, 
PG34215|FARMACIAS GUADALAJARA SUC. CHIHUAHUA AV. JUAREZ,28.65602364,-106.0637566,28.6531102,-106.0586907,, 
PG34215|FARMACIAS GUADALAJARA SUC. CHIHUAHUA AV. JUAREZ,28.65602364,-106.0637566,28.6530657,-106.0590581,, 
PG34215|FARMACIAS GUADALAJARA SUC. CHIHUAHUA AV. JUAREZ,28.65602364,-106.0637566,28.6517088,-106.0622687,, 
PG34215|FARMACIAS GUADALAJARA SUC. CHIHUAHUA AV. JUAREZ,28.65602364,-106.0637566,,,, 
PG38117|FARMACIAS GUADALAJARA SUC. MEXICALI VALLE DE PUEBL,32.57780625,-115.3632935,,,, 
PG38950|FARMACIAS DEL AHORRO SUC. MIGUEL DE LA MADRID,25.69408697,-100.1738968,25.6949507,-100.1799557,, 
PG39104|FARMACIAS GUADALAJARA SUC. PIEDRAS NEGRAS LA VILLA,28.66817119,-100.5494308,28.6751867,-100.5459605,, 
PG43797|FARMACIAS GUADALAJARA SUC. COLIMA IGNACIO SANDOVAL,19.2593325,-103.7074006,19.2553488,-103.7102738,, 
PG43797|FARMACIAS GUADALAJARA SUC. COLIMA IGNACIO SANDOVAL,19.2593325,-103.7074006,,,, 
PG43820|FARMACIAS DEL AHORRO SUC. LA PRADERA,20.647043,-100.3429478,20.6524249,-100.3432678,, 
PG43820|FARMACIAS DEL AHORRO SUC. LA PRADERA,20.647043,-100.3429478,20.6516986,-100.3432782,, 
PG43820|FARMACIAS DEL AHORRO SUC. LA PRADERA,20.647043,-100.3429478,,,, 
